time;pid;state;info
70449437;3504;WAIT_READ_BEGIN;page=9
70449437;3504;READING;page=9
70450492;3504;RELEASE_READ_BEGIN;page=9
70450492;3504;IDLE;page=9
70450831;3504;WAIT_READ_BEGIN;page=7
70450831;3504;READING;page=7
70451962;3504;RELEASE_READ_BEGIN;page=7
70451962;3504;IDLE;page=7
70452500;3504;WAIT_READ_BEGIN;page=5
70452500;3504;READING;page=5
70453060;3504;RELEASE_READ_BEGIN;page=5
70453062;3504;IDLE;page=5
70453582;3504;WAIT_READ_BEGIN;page=12
70453582;3504;READING;page=12
70454666;3504;RELEASE_READ_BEGIN;page=12
70454666;3504;IDLE;page=12
70455049;3504;WAIT_READ_BEGIN;page=9
70455221;3504;READING;page=9
70455781;3504;RELEASE_READ_BEGIN;page=9
70455781;3504;IDLE;page=9
70456073;3504;WAIT_READ_BEGIN;page=0
70456073;3504;READING;page=0
70457232;3504;RELEASE_READ_BEGIN;page=0
70457232;3504;IDLE;page=0
70457680;3504;WAIT_READ_BEGIN;page=10
70457680;3504;READING;page=10
70458643;3504;RELEASE_READ_BEGIN;page=10
70458643;3504;IDLE;page=10
70458997;3504;WAIT_READ_BEGIN;page=15
70458997;3504;READING;page=15
70460393;3504;RELEASE_READ_BEGIN;page=15
70460393;3504;IDLE;page=15
70460686;3504;WAIT_READ_BEGIN;page=1
70460686;3504;READING;page=1
70462123;3504;RELEASE_READ_BEGIN;page=1
70462123;3504;IDLE;page=1
70462355;3504;WAIT_READ_BEGIN;page=0
70462355;3504;READING;page=0
70463442;3504;RELEASE_READ_BEGIN;page=0
70463442;3504;IDLE;page=0
70464056;3504;WAIT_READ_BEGIN;page=2
70464056;3504;READING;page=2
70464663;3504;RELEASE_READ_BEGIN;page=2
70464663;3504;IDLE;page=2
70465143;3504;WAIT_READ_BEGIN;page=6
70465441;3504;READING;page=6
70466335;3504;RELEASE_READ_BEGIN;page=6
70466335;3504;IDLE;page=6
70466709;3504;WAIT_READ_BEGIN;page=16
70466709;3504;READING;page=16
70468211;3504;RELEASE_READ_BEGIN;page=16
70468211;3504;IDLE;page=16
70468628;3504;WAIT_READ_BEGIN;page=0
70468628;3504;READING;page=0
70469718;3504;RELEASE_READ_BEGIN;page=0
70469718;3504;IDLE;page=0
70470384;3504;WAIT_READ_BEGIN;page=7
70471192;3504;READING;page=7
70472241;3504;RELEASE_READ_BEGIN;page=7
70472242;3504;IDLE;page=7
70472517;3504;WAIT_READ_BEGIN;page=13
70472517;3504;READING;page=13
70473213;3504;RELEASE_READ_BEGIN;page=13
70473213;3504;IDLE;page=13
70473879;3504;WAIT_READ_BEGIN;page=13
70473879;3504;READING;page=13
70475088;3504;RELEASE_READ_BEGIN;page=13
70475088;3504;IDLE;page=13
70475447;3504;WAIT_READ_BEGIN;page=6
70475447;3504;READING;page=6
70476609;3504;RELEASE_READ_BEGIN;page=6
70476609;3504;IDLE;page=6
70477106;3504;WAIT_READ_BEGIN;page=16
70477106;3504;READING;page=16
70477779;3504;RELEASE_READ_BEGIN;page=16
70477779;3504;IDLE;page=16
70478416;3504;WAIT_READ_BEGIN;page=11
70478417;3504;READING;page=11
70479403;3504;RELEASE_READ_BEGIN;page=11
70479404;3504;IDLE;page=11
