time;pid;state;info
70446250;1988;WAIT_READ_BEGIN;page=14
70446251;1988;READING;page=14
70447186;1988;RELEASE_READ_BEGIN;page=14
70447188;1988;IDLE;page=14
70447875;1988;WAIT_READ_BEGIN;page=11
70447875;1988;READING;page=11
70448419;1988;RELEASE_READ_BEGIN;page=11
70448420;1988;IDLE;page=11
70448740;1988;WAIT_READ_BEGIN;page=1
70448740;1988;READING;page=1
70450154;1988;RELEASE_READ_BEGIN;page=1
70450154;1988;IDLE;page=1
70450603;1988;WAIT_READ_BEGIN;page=16
70451609;1988;READING;page=16
70452923;1988;RELEASE_READ_BEGIN;page=16
70452924;1988;IDLE;page=16
70453539;1988;WAIT_READ_BEGIN;page=7
70453540;1988;READING;page=7
70454341;1988;RELEASE_READ_BEGIN;page=7
70454341;1988;IDLE;page=7
70454588;1988;WAIT_READ_BEGIN;page=4
70454588;1988;READING;page=4
70456047;1988;RELEASE_READ_BEGIN;page=4
70456047;1988;IDLE;page=4
70456384;1988;WAIT_READ_BEGIN;page=6
70456384;1988;READING;page=6
70457174;1988;RELEASE_READ_BEGIN;page=6
70457174;1988;IDLE;page=6
70457511;1988;WAIT_READ_BEGIN;page=15
70457841;1988;READING;page=15
70459338;1988;RELEASE_READ_BEGIN;page=15
70459338;1988;IDLE;page=15
70459598;1988;WAIT_READ_BEGIN;page=7
70459833;1988;READING;page=7
70460487;1988;RELEASE_READ_BEGIN;page=7
70460487;1988;IDLE;page=7
70461061;1988;WAIT_READ_BEGIN;page=2
70461650;1988;READING;page=2
70462468;1988;RELEASE_READ_BEGIN;page=2
70462470;1988;IDLE;page=2
70462796;1988;WAIT_READ_BEGIN;page=0
70462796;1988;READING;page=0
70463906;1988;RELEASE_READ_BEGIN;page=0
70463906;1988;IDLE;page=0
70464557;1988;WAIT_READ_BEGIN;page=15
70464557;1988;READING;page=15
70466015;1988;RELEASE_READ_BEGIN;page=15
70466015;1988;IDLE;page=15
70466383;1988;WAIT_READ_BEGIN;page=9
70466383;1988;READING;page=9
70467659;1988;RELEASE_READ_BEGIN;page=9
70467659;1988;IDLE;page=9
70468291;1988;WAIT_READ_BEGIN;page=9
70468292;1988;READING;page=9
70468818;1988;RELEASE_READ_BEGIN;page=9
70468818;1988;IDLE;page=9
70469455;1988;WAIT_READ_BEGIN;page=1
70469455;1988;READING;page=1
70470620;1988;RELEASE_READ_BEGIN;page=1
70470620;1988;IDLE;page=1
70470927;1988;WAIT_READ_BEGIN;page=5
70470927;1988;READING;page=5
70471968;1988;RELEASE_READ_BEGIN;page=5
70471968;1988;IDLE;page=5
70472674;1988;WAIT_READ_BEGIN;page=1
70472674;1988;READING;page=1
70473669;1988;RELEASE_READ_BEGIN;page=1
70473669;1988;IDLE;page=1
70474037;1988;WAIT_READ_BEGIN;page=12
70474858;1988;READING;page=12
70475667;1988;RELEASE_READ_BEGIN;page=12
70475667;1988;IDLE;page=12
70475898;1988;WAIT_READ_BEGIN;page=16
70475898;1988;READING;page=16
70477049;1988;RELEASE_READ_BEGIN;page=16
70477049;1988;IDLE;page=16
70477265;1988;WAIT_READ_BEGIN;page=13
70477265;1988;READING;page=13
70477860;1988;RELEASE_READ_BEGIN;page=13
70477861;1988;IDLE;page=13
