time;pid;state;info
70450296;28816;WAIT_WRITE_BEGIN;page=16
70450296;28816;WRITING;page=16
70451606;28816;RELEASE_WRITE_BEGIN;page=16
70451606;28816;IDLE;page=16
70452050;28816;WAIT_WRITE_BEGIN;page=10
70452050;28816;WRITING;page=10
70452749;28816;RELEASE_WRITE_BEGIN;page=10
70452749;28816;IDLE;page=10
70453428;28816;WAIT_WRITE_BEGIN;page=16
70454230;28816;WRITING;page=16
70455268;28816;RELEASE_WRITE_BEGIN;page=16
70455268;28816;IDLE;page=16
70455669;28816;WAIT_WRITE_BEGIN;page=7
70455669;28816;WRITING;page=7
70456182;28816;RELEASE_WRITE_BEGIN;page=7
70456182;28816;IDLE;page=7
70456800;28816;WAIT_WRITE_BEGIN;page=15
70456800;28816;WRITING;page=15
70457837;28816;RELEASE_WRITE_BEGIN;page=15
70457838;28816;IDLE;page=15
70458485;28816;WAIT_WRITE_BEGIN;page=15
70460392;28816;WRITING;page=15
70461814;28816;RELEASE_WRITE_BEGIN;page=15
70461814;28816;IDLE;page=15
70462510;28816;WAIT_WRITE_BEGIN;page=10
70462510;28816;WRITING;page=10
70463149;28816;RELEASE_WRITE_BEGIN;page=10
70463149;28816;IDLE;page=10
70463608;28816;WAIT_WRITE_BEGIN;page=10
70463608;28816;WRITING;page=10
70464499;28816;RELEASE_WRITE_BEGIN;page=10
70464503;28816;IDLE;page=10
70465065;28816;WAIT_WRITE_BEGIN;page=3
70465065;28816;WRITING;page=3
70466075;28816;RELEASE_WRITE_BEGIN;page=3
70466075;28816;IDLE;page=3
70466333;28816;WAIT_WRITE_BEGIN;page=2
70466333;28816;WRITING;page=2
70467670;28816;RELEASE_WRITE_BEGIN;page=2
70467670;28816;IDLE;page=2
70467930;28816;WAIT_WRITE_BEGIN;page=4
70468103;28816;WRITING;page=4
70469532;28816;RELEASE_WRITE_BEGIN;page=4
70469532;28816;IDLE;page=4
70469854;28816;WAIT_WRITE_BEGIN;page=7
70469854;28816;WRITING;page=7
70471191;28816;RELEASE_WRITE_BEGIN;page=7
70471191;28816;IDLE;page=7
70471609;28816;WAIT_WRITE_BEGIN;page=15
70473136;28816;WRITING;page=15
70474591;28816;RELEASE_WRITE_BEGIN;page=15
70474591;28816;IDLE;page=15
70475117;28816;WAIT_WRITE_BEGIN;page=15
70476066;28816;WRITING;page=15
70476765;28816;RELEASE_WRITE_BEGIN;page=15
70476766;28816;IDLE;page=15
70477373;28816;WAIT_WRITE_BEGIN;page=0
70477438;28816;WRITING;page=0
70478291;28816;RELEASE_WRITE_BEGIN;page=0
70478291;28816;IDLE;page=0
70478538;28816;WAIT_WRITE_BEGIN;page=12
70478538;28816;WRITING;page=12
70479361;28816;RELEASE_WRITE_BEGIN;page=12
70479361;28816;IDLE;page=12
70479917;28816;WAIT_WRITE_BEGIN;page=13
70479917;28816;WRITING;page=13
70480525;28816;RELEASE_WRITE_BEGIN;page=13
70480525;28816;IDLE;page=13
70481005;28816;WAIT_WRITE_BEGIN;page=2
70481005;28816;WRITING;page=2
70482097;28816;RELEASE_WRITE_BEGIN;page=2
70482097;28816;IDLE;page=2
70482406;28816;WAIT_WRITE_BEGIN;page=5
70482870;28816;WRITING;page=5
70483537;28816;RELEASE_WRITE_BEGIN;page=5
70483537;28816;IDLE;page=5
70483817;28816;WAIT_WRITE_BEGIN;page=7
70483817;28816;WRITING;page=7
70484995;28816;RELEASE_WRITE_BEGIN;page=7
70484997;28816;IDLE;page=7
